"","Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"163","Mongolia","MNG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","7177032726.2058","6877823130.2037","6266021858.5071","6118505703.0357","6475667556.4514","7051046307.2969","7398892740.4503","7823817492.6071","8262970762.3796","8634442030.8868","8889575369.6844","9386347489.4996","9967434697.8023","10832615939.058","12325867424.135","13429210427.729","15151223340.699","16972301014.63","18686160064.28","18340394740.006","18959957457.518","22657114467.497","26658538159.65","28685437151.105","29864062852.776","29269896449.985","30113720788.154","30433015398.199","35386879575.793","37325149940.531","36702460147.128","36649450183.376"
"164","Northern Mariana Islands","MNP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165","Mozambique","MOZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","3980475453.894","3731250611.8086","4239552697.8472","4617651737.394","4871596621.5449","5598787076.2207","6375256208.4892","7042564740.7911","8008773972.7739","8173580589.4271","9292956193.8584","9621224194.4337","11424482168.024","12709126887.393","13697652826.982","15052419127.217","16878352378.695","18568217152.45","20443045749.641","21836609982.11","24306280893.487","25627026605.056","27637286756.543","29600088338.231","34261446171.881","37202263354.459","35719372669.22","38199535689.353","39836384672.018","39718373502.972","42330443585.644"
"166","Mauritania","MRT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5193361094.0793","5476429729.7874","5693654798.6463","6128805417.2397","6060124998.4059","6815785211.814","7712545073.8859","7503733540.4598","7835795249.3141","8256296256.4335","8053334196.2368","7950168162.5415","8614481600.154","9362192891.0631","10064481619.407","11204528371.97","13103870720.413","13261820217.906","13606215758.551","13925622557.946","14119748206.463","14841521503.275","15331799325.002","16624623434.416","16238197197.521","16498775890.907","19213075021.263","21566799196.673","23348663521.156","24854480267.625","24901593910.73","26515180326.828"
"167","Mauritius","MUS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5256966118.043","5735590155.8639","6257075360.3852","6715484460.817","7086199385.6525","7561534195.0382","8088213376.5041","8745222680.3778","9360665100.8078","9765141169.0045","10808123812.49","11495031288.681","11860445878.871","12712051980.939","13658712662.466","14350288173.996","15601363494.338","17269569948.893","18360008204.233","18754475553.419","20130497968.999","21194364427.807","21663433079.193","23036508121.917","23922509475.623","25098895507.475","26780974172.98","28309103030.391","30236800869.323","31966210234.678","27521827057.635","29596775564.272"
"168","Malawi","MWI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","6173007038.9948","6949937547.485","6585070907.1192","7400472179.9671","6724142732.784","8025219944.3368","8850806711.0528","9353090582.9853","9783146835.9312","10223804084.469","10635541710.614","10342769452.079","10697971452.709","11529602601.783","12478520557.449","13312153588.153","14382628997.581","16243730659.905","17826596870.116","19367884466.989","20854203154.18","22336096754.009","22229460882.337","24397248867.018","24471401804.453","23620893413.341","24947693692.156","25567530087.489","27342940613.023","29346139390.971","29991141531.625","31993461474.203"
"169","Malaysia","MYS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","117577124649.83","132071598737.9","146648696483.52","165872976106.39","184992727864.64","207764085605.07","232764559014.99","252235210501.14","236173154800.73","250074516593.72","274904261897.93","285148343851.57","307599071355.14","335937974571.71","369267337840.23","404296005880.99","446983228722.7","491978362693.13","520864348772.88","521578437866.57","560169718555.71","607129184341.24","643498757192.92","668794343781.36","710620293507.51","730292729357.47","762176005888.18","805935510019.48","862510779766.12","921443400102","886361253702.66","945159497156.9"
"170","North America","NAC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","6407110817217.4","6618202913592.8","6985892432219.9","7309704842261.6","7783520081911.2","8222551694881","8734070635977.7","9323905113909.8","9905262024480","10511312609423","11264236661840","11660774297394","12002079718881","12536921088717","13381711416828","14317981939210","15292595973964","15837046216145","16045352211694","15715239015618","16513402868759","17258394343337","18122204860035","18723476165434","19642940890104","20236186430279","20683140299544","21641821405964","22773762674119","23544064501353","23043609792837","25375954905531"
"171","Namibia","NAM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","5400575622.4925","6146483684.9711","6569991445.8895","6599125171.9124","6849627976.3259","7443199148.1496","7644511834.9417","8074850591.5138","8494931096.8577","8659198049.0141","9372658593.3227","9616760494.7871","10408608669.97","11432521448.661","12737085937.05","13086273923.336","14558283420.478","15404712914.261","16145486203.807","16257753152.949","17073255821.551","18530827058.635","19680724579.414","21687844050.705","23658891259.724","24575695888.848","24104306023.344","23995278498.153","24353296359.97","24897163118.073","23656719047.647","24911848755.957"
"172","New Caledonia","NCL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173","Niger","NER","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","6165544795.7903","6347752953.9776","6624104023.9922","6804280980.7544","7058625673.4485","7408407488.1656","7653957742.2486","7917685298.3399","8922272291.2869","9055105608.432","9167124719.4102","10093689378.088","10799487288.414","11218351223.01","11716089227.561","12982610508.113","14170856524.683","14961650684.779","16360264526.278","16799237834.075","18461978009.94","19437967993.485","21317946498.709","21679918301.71","22970934374.479","24039021555.508","24750653852.382","26061195031.793","28870411291.684","31041675319.186","29839533186.437","33521833447.971"
"174","Nigeria","NGA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","184590918560.76","192266777369.14","203019674453.41","198250043195.7","202332384993.97","211019103740.61","225608775588.98","236936583685.77","242830643991.79","255276962389.21","254877365300.47","286931665309.5","332767928184.34","360446875994.61","404242860236.61","441866754015.89","515363004319.01","549527714436.75","596601492158.76","645018537807.68","705514512939.03","756939368351.47","793230176344.86","853026950842.77","939073115447.92","957051778143.62","952515802712","960398587580.01","986175923717.75","1040391527128.9","1030032561950.8","1109692783597.3"
"175","Nicaragua","NIC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","8181545985.0879","7628600516.5379","7612791519.5308","7887951044.9404","8236760930.8307","9244633546.7315","10167432363.433","10927167397.238","11708124560.828","12701182473.472","13536028839.311","14167257327.511","14583525369.621","15280718771.439","16594686840.471","18021835159.567","19188016608.09","20825524900.966","21966454430.983","21284594660.012","22542004601.625","24473869957.893","25444498229.399","26590318591.191","29211123155.343","31682119556.919","34181725303.5","36355737420.53","36031078787.041","35774142660.204","34500701610.113","39715419042.356"
"176","Netherlands","NLD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","284543694428.77","302627556063.29","313555692392.2","327370991511.37","346577525709.3","367805693116.92","387019852042.97","410155613760.92","433945769334.78","469124197198.23","516659367806.41","529911555268.29","554795790258.9","559983057861.51","586347328080.3","605559450653.69","675636185137.1","719493141129.97","741950399575.36","729365681846.04","750650433349.02","788795129565.29","805650842786.58","838722771954.71","828304471573.87","852575008210.1","877368476632.03","950908393530.65","1007859702065.2","1027692218612.4","1015727227625.6","1110986759351.3"
"177","Norway","NOR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","76054910415.677","80763134215.739","86498233703.182","90914231547.212","98143696082.043","104848172551.87","116165986997.23","124696389177.48","123483063466.02","135157612681.7","163606523350.92","170537250631.71","172831032834.15","177177565388.8","195760499716.68","223408931102.5","252616650482.37","262589849849.97","292977387216.86","268863429229.23","286255493389.03","310420230203.76","330771150210.49","343762435143.44","349212013461.72","326247548959.4","322020135631.7","350409391753.5","384746596905.95","368241301261.47","350490667626.35","448039348638.06"
"178","Nepal","NPL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","16247917718.358","17862378065.024","19031524011.582","20199532062.519","22343310519.649","23565457627.883","25286930907.408","27017629705.962","28141526714.384","29824639541.478","32429170502.677","34767447625.323","35169648124.883","37276484751.003","39998721663.184","42941490693.877","45974965144.211","48955959299.802","52916271057.893","55787831009.101","58929298074.086","62039055111.687","68091085866.644","73223254156.699","80463801554.636","82086601883.685","82571469849.063","99508296434.707","109268564771.73","119075097732.5","117830611170.64","127128413748.95"
"179","Nauru","NRU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","48581424.500833","54385239.798277","62780427.485728","72028989.053674","82081790.629937","92286782.998264","125968194.07483","158604105.52224","186621024.99979","194504231.26842","191735185.20737","202827843.29515","217914898.52323","240261797.62947","273041423.50817"
"180","New Zealand","NZL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","47430565352.99","47494213703.853","49289123119.543","52926308861.333","57700440606.888","61675283111.768","63797336482.338","68049954729.131","70430310722.772","74201552981.194","78277900049.724","82927464849.425","87388918161.259","91959214462.149","96782434610.543","99289902280.13","108346635767.21","115203808627.63","117838558699.25","126597826921.42","129087036918.28","136864490902.91","139364090659.27","154647474133.44","161650690969.16","167027511241.44","182187052396.66","195586316589.09","200855067140.12","221218280437.93","223407788207.76","232781061359.08"
"181","OECD members","OED","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","18240777472677","19149924996246","20046069915150","20743754218627","21863748916879","22888217897833","24166499306740","25528995745149","26461066455340","27687598040334","29692822262100","30845410457842","31973118653458","33140268197832","35209018799133","37184768071115","40077092448934","42090630618390","43305184519249","42521602315182","44665090243999","46876741357796","48626974250869","50578706391670","52518178068200","54256169601937","56301967449054","58910580020936","61549526780258","63120294312904","61922921445966","67161413618254"
"182","Oman","OMN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","46361214491.656","51303553004.684","56082230128.343","60933086979.752","64554798678.939","69436385477.683","72657825898.262","78223128138.237","81065028841.724","82007517525.651","89299977164.278","95301719585.558","95391852400.897","96660099017.731","101370184610.54","105522615503.65","116171655809.33","124490156232.9","134077326754.69","141212276320.56","145045688745.1","152594727697.3","168703166583.16","174844325113.63","170446078355.22","148394302833.03","144570028932.73","149326179676.25","152385110577.5","151337277045.09","147679977133.18","158741584491.04"
"183","Other small states","OSS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","222453015805.51","239507988795","253929496874.17","271872045505.44","297381710219.04","321548761960.54","385848901884.18","439785529341.1","485601804831.46","488779184691.31","535990850251.37","601135592533.03","652387977408.58","679525358144.89","689288000157.99","609806199965.52","607015819563.1","663749742848.72","687915865411.05","716024624930.43","689978159539.47","736861054622.31"
"184","Pakistan","PAK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","228977545428.99","248478696488.8","273633325475.87","284444444172.32","301039089773.39","322903285204.71","344366675215.25","352894334970.86","365312504746.31","386385878892.01","410787636606.44","433951468062.99","450998360298.77","488686269654.47","541472561858.83","595187785044.38","650177841357.58","697440263165.31","723199360609.81","746311184691.63","772778912138.24","813736787467.7","836210260021.48","870920987232.39","918332294598.51","966733654875.45","993504432307.74","1042822782433.4","1132861480415.2","1179267964810.9","1177448261765.3","1313296058168.1"
"185","Panama","PAN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","11957950993.913","13224975906.592","14811250081.653","16281390894.959","17258273139.84","17471025609.378","18972518244.18","20289933546.619","21858446810.073","22738594180.729","24175024418.283","24818111333.789","26476515607.856","27039637649.427","29571312005.744","32576188442.541","36469303108.085","42522512186.988","47558119757.475","48793518950.707","50871607643.543","59266881820.971","65663169684.77","74726183264.672","81538625594.761","94068775486.389","104319482217.99","117373598053.96","123494122167.32","130167771476.16","111886117520.98","129329759985.1"
"186","Peru","PER","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","69589424432.127","76324086867.366","77299574012.933","82928790437.096","94657949983.11","103453636033.63","109681272921.01","119170909008.08","121235774408.84","124722729312.15","130304055181.18","134900896441.54","143672337855.5","151057336428.23","159643138970.16","172861106876.73","187799262514.38","210103268393.82","235794449306.48","241631775606.17","261734026525.65","283964927266.9","297710295468.34","318997109857.16","330667402340.41","340543090251.25","356119980475.88","375165985596.12","397988447252.73","419917465951.07","382203128152.35","430829468717.55"
"187","Philippines","PHL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","161492248659.06","168033313665.91","174958008631.6","183955233087.69","198109910239.03","212081722210.49","230212371751.43","249916392017.64","272945596846.97","284591612087.59","293212948181.82","309378404507.95","325751564962.13","348687771873.68","381278971144.54","414300912065.31","447487087837.04","488570894174.76","521417733381.25","542974940196.52","588065190329.41","621050497572.57","679680535112.74","730910824409.18","780292861532.85","817730803200.06","887291422584.6","948319217869.22","1029094095881.7","1105082730007.5","989559325663.41","1048915224171.6"
"188","Palau","PLW","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","212083121.12071","232531414.76022","244674552.5312","234994101.03215","248586167.92791","269068775.93735","279264369.57725","296476904.06112","286261641.9199","259666699.8841","264375528.25442","287451868.83368","298454902.47356","294014432.71543","314941901.34662","342652395.39395","348636485.32993","333942547.81472","345707510.25976","349768552.16185","308036955.41868","279232141.45157"
"189","Papua New Guinea","PNG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","6473882292.6848","7358730033.2484","8243058155.4724","10000820777.986","10920116215.552","10896998168.797","11701344722.011","11622755975.558","11276343606.889","11554793238.615","11676627329.529","11775607863.904","11985608876.741","12154730987.915","13007994258.004","14501521736.763","14967232044","16982430734.3","17570546845.249","18532804586.604","20626807204.191","20754466387.455","23194710479.679","23745341183.964","29365484974.842","31581274961.068","33893547444.935","35445043938.902","35973268652.922","37606209091.686","38040933975.555","38541617367.141"
"190","Poland","POL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","223505827253.49","218810307931.43","226977629593.79","242708657381.62","264924714558.64","292308696843.77","317509469598.85","342970560883.87","364372205438.07","385895136897.06","406594929209.9","423969011855.64","449791781841.82","464973274627.11","493816272277.46","519899121597.57","562976741370.9","618597405735.69","683247541176.71","711300869857.38","768324731343.66","831945172263.73","863722658459.57","891480637554.67","925613787686.56","980763303941.5","1027975990900.5","1089434780039.2","1164972380872.9","1227023119284.9","1256007260541.7","1361044282507.5"
"191","Pre-demographic dividend","PRE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","571011185106.18","600690986848.77","619742998964.59","650180033359.85","671094627735.5","723162247513.98","769866783828.52","845728976960.76","925058472142.6","991818936250.95","1061946699409.9","1141115773491.1","1205958308500","1189414763750.5","1390318846548.4","1491464093906.5","1686388156145.9","1824803306391.8","1994916537121.6","2091477533081.1","2237466418239.1","2387414523285.8","2531600752834.3","2701755032984","2898377812946","2840290765618.7","2933081469481.2","3073207626756.7","3210336199156.1","3388024123733.5","3330725264112","3570346055257.9"
"192","Puerto Rico","PRI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","33502940080.708","35435407732.324","36707424242.553","39117581485.136","41045542594.409","43547531191.761","45532305816.865","48698482823.096","50264397308.033","54768958510.965","58667029711.589","60466420041.354","61275044788.127","63038133449.682","71581876811.834","73318627702.749","75553445959.796","78370778335.7","77502085837.749","75380899418.845","75222164405.131","76671237933.739","79385642494.719","80211595023.596","79957879558.649","79546562680.807","78484982368.693","76274336611.475","74925969349.946","77954500482.475","76723101601.294","80816114013.156"
"193","Korea, Dem. People's Rep.","PRK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194","Portugal","PRT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","117471902279.02","127031301765.35","131954736800.19","132432367612.37","135985751035.74","145489094936.48","151011084096.56","159391517622.49","169049288805.11","180450688875.37","191090624035.72","198861076753.88","208897263871.47","215891022205.24","222341372512.19","235520718575.13","252341811995.83","263509353510.12","272098077805.79","270283827146.52","279072250698.9","278041334782.04","271411027125.96","288230115471.54","292835641286.1","298988604095.76","318436286348.3","332380808701.93","350426662255.11","362410185382.85","346395852277.62","365360800285.51"
"195","Paraguay","PRY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","28747792573.538","31386001159.453","32093060456.297","32547347055.662","32470499268.697","30932049218.921","31977701943.747","33400586585.016","32968220650.1","35890825666.625","38034258962.666","42489069399.978","48179571341.448","52724147861.452","52686233974.141","59276248344.538","63741824351.681","61585328880.141","69081409648.313","72788627833.978","73987822553.721","78729162701.439","83587550442.524","88286667248.295","89886055110.98","89933104130.288","97881468647.865"
"196","West Bank and Gaza","PSE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","5841599196.639","6423455591.7586","6567367539.7819","7751340903.4391","9251349578.9135","10156945178.581","9038545157.6084","8111957370.2757","7093716702.6451","8248193871.3138","10214336224.208","11921729599.036","12286184596.177","13282110142.14","14501954117.217","15487466673.247","16520692429.789","18568276886.844","22319464164.072","23691827250.36","25433044780.395","28541925647.37","30924647527.143","32283134198.356","34619827282.007","35892215218.531","31763809515.448","36267433157.149"
"197","Pacific island small states","PSS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","4811160641.7942","4956723255.4645","5355912657.1944","5609711535.9722","5975962813.2949","6439831248.6022","6777170969.9433","6784621920.5161","6947201014.6291","7451507183.2434","7750600727.3393","7883878129.9347","8245934278.9644","8478996352.7694","9082516201.451","9637993413.5556","9796796824.371","10179328733.025","10530365603.718","10646974448.11","11017047779.284","11598963152.958","12176020568.691","13259320807.556","14754432636.642","15898006927.584","16383719237.394","17088622220.502","18212442135.804","18571340055.249","16818300306.612","16833743872.432"
"198","Post-demographic dividend","PST","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","17270459041610","18072764816628","18818693288436","19407220458391","20403828301928","21345568449019","22433546721713","23617447690449","24605263473523","25793943236832","27643600370906","28783351055202","29849168780852","30967396702506","32872634651077","34689726761126","37274065082574","39097235294491","40097411574267","39262673488716","41131928297069","42938998560884","44454166696164","46189074888361","47747062044806","49124713606099","50840210828329","53193702301751","55623176157158","57194587375833","55952015982329","60525805636722"
"199","French Polynesia","PYF","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200","Qatar","QAT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","52784229689.231","58431229204.874","63192748615.137","68844245251.716","79736100423.401","82908858330.009","117047075812.42","141936404572.01","169224653348.37","183059952683.41","219790796432.32","261273736298.26","290855585760.17","306140973565.76","303090986918.21","233271212305.93","218972397312.53","249312147644.14","253802141047.56","259108044807.94","253720118622.34","270031524296.52"
"201","Romania","ROU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","122000497817.89","110293289231.31","102494284236.6","106323286563.92","113001003720.31","122297664811.71","128840086200.56","124356167556.04","123299211719.35","124221808408.12","130423146355.73","143465242138.24","154083007715.64","159286788566.06","184759768954.42","198699337527.11","236750729804.15","271702207562.21","337094398116.54","334451357126.96","347298943200.29","374069675186.43","390571177473.7","387563965155.51","408892774055.02","424007854919.2","464781518688.48","520325219514.08","565174133003.21","612405967993.26","619863987820.61","674239843693.02"
"202","Russian Federation","RUS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1185486299022.1","1162862691213.7","1009358931652.9","943264713930.81","847068286596.18","825775421328.5","806184927289.57","825012873858.93","771914047819.19","836384170382.16","974627421657.53","1059732182384.9","1145642785078.9","1297686739857.7","1441505486256.1","1655585780414.8","2071121544039.9","2324720237537.2","2797648415292.6","2678612196779.7","2836588557943.5","3163098238398.5","3373665030012.9","3611852783386.4","3639325111273.8","3428609968113.9","3440587138815.9","3705398029006.7","4128705266430.6","4273387015415.5","4281505976031.6","4677562891725.9"
"203","Rwanda","RWA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","4028529183.5109","4056193035.1813","4394991258.8933","4124612607.3949","2100367691.8981","2924213529.0651","3315099205.7729","3843345658.9938","4228007270.1135","4488561514.955","4963574298.3815","5484373875.1639","6315768279.1693","6551700498.1312","7230049632.5792","8196009418.2415","9232176370.3686","10253231671.572","11582197402.341","12393020558.783","13436289678.778","14807852477.408","15494915090.233","16404622671.232","18483265172.585","20126901464.638","21363629179.943","22919984687.437","25360822737.62","28328696533.584","28004190818.493","32436037307.585"
"204","South Asia","SAS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","1439200410342.5","1515725885099.6","1640433851023.8","1753135240291.5","1898528396823.4","2073521846361.3","2256919534756.1","2381696320238.7","2539976941951.2","2775781682368.3","2947686388299.7","3152385880778.6","3322692808063.7","3635096473804.1","4019196559773.1","4457523293291.8","4947099459692.3","5460950838939.5","5739539091419","6173487390202","6694479911786.1","7193677503931.8","7837082916619.2","8257078982270.1","8676785384032.6","9162979081303.7","9771033116000.7","10514025918182","11452941999046","12117494039580","11598466305666","13037231104886"
"205","Saudi Arabia","SAU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","540219221631.25","630817608325.05","665371986024.98","677420822193.68","686178054646.98","708836676993.32","729837676151.08","750198700567.69","787794014369.42","772097164252.56","827066391014.85","839554979703.46","826330401179.23","934176311238.7","1038912574715.3","1133031795867.2","1202834858085.7","1264640128400.6","1372488092891.4","1356168017846.2","1432023626012.8","1609641123704.4","1697441896290.9","1710674772216.5","1760505616548.4","1582553666558.4","1511656097237.2","1590219660724","1659131104702.8","1695094662611.1","1660549068279.7",""
"206","Sudan","SDN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","36113176762.432","37518389084.219","41900089814.539","46029082235.15","48858276444.206","53128858032.62","58912478537.882","71647817263.941","75330905277.815","77937428639.355","84097167806.606","92847116083.544","99345405315.269","107947291755.31","116415115774.78","127305810679.5","138897934129.32","151873154317.61","159308583960.96","158635048040.13","159694908589.93","158104726209.04","130339540706.19","133036641534.07","164924996239.69","168635354598.95","185703607000.57","180187070156.71","176543531594.51","176895417811.39","171730980502.7","178370225332.96"
"207","Senegal","SEN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","11369659878.269","12063871256.093","12627567732.276","12984473193.746","13224276023.855","14294835189.919","15054045477.644","15767065576.541","16942023738.985","18159369372.864","19272484162.657","20621640804.251","20901943745.323","22594290411.2","24322014009.964","26187693536.379","27700442941.174","29257581084.462","30998501692.99","31808174049.029","33323804628.003","34243503559.001","36087281194.493","37152209717.441","39337219185.839","42190979350.489","44911774014.637","48021072807.135","52325198860.434","55714768018.177","57245250557.733","63438206524.797"
"208","Singapore","SGP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","71831780811.394","78823438046.857","87343524177.569","97497989389.753","113162015066.04","124558696087","134365009344.01","152041786618.39","149670129948.83","159917208824.94","175246409685.84","177173352054.2","184506695895.58","195365188379.58","212867300362.19","236695126165.75","274279821554.3","307363030360.57","315661250608.59","313109402371.58","378598351938.96","400707778808.44","416578549823.05","424002358121.39","445708256666.98","448557736908.24","470759632491.66","494479055944.33","498731061267.94","511184647128.71","490886734457.41","558723353506.44"
"209","Solomon Islands","SLB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","412618997.7552","447384239.00679","516726683.30445","559171078.65598","619296118.0542","691847290.16447","716190813.4188","720491024.29611","737283958.91834","732927045.8905","656303933.37695","623098445.55408","603709889.06813","662513252.61984","742101960.09103","820244846.3047","858306285.02201","889339152.80305","938944588.77918","974761216.50302","1106033815.0843","1186724881.6996","1266928176.9438","1429607508.46","1452497262.1507","1480960144.7203","1558691910.3252","1655548048.9231","1754813997.9906","1822050373.1877","1842181340.3117","1895538481.482"
"210","Sierra Leone","SLE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","2990222289.2958","3270483388.1056","2613855734.8302","2872904235.6277","2672135792.3247","2694403086.2218","2867669368.234","2785971804.3142","2774551991.9312","2803547477.2773","3074857548.0281","2963419038.5578","3808371881.5703","4264730752.9309","4655372031.183","5013232925.9925","5403927301.7191","6418375138.5551","7084262429.1478","7412443079.3544","7356966179.7642","7786542195.8235","9738223472.1891","11922760797.398","12246518774.945","11226733103.783","10434653657.308","11938865734.863","12051008684.805","13710231815.415","13511395471.967","14765824018.594"
"211","El Salvador","SLV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","15008226472.928","15736872532.985","17379146241.256","18858312541.66","20264538672.124","21695952290.189","22229404013.119","23244009202.051","24155322094.504","24768888155.166","25708296001.95","26514498823.697","27242140205.365","28029051735.706","28995080792.955","30713398060.104","33243335254.952","34795050590.377","36411094952.511","35514887522.716","36790709001.408","38932390718.975","39142615687.211","41152360305.439","43447081739.444","45817642299.866","48462157551.123","51005469953.439","53430323188.022","56101789488.772","51935038537.813","59464974694.622"
"212","San Marino","SMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","1836079660.3555","1875734718.8032","1959107476.9024","1825373260.9951",""
"213","Somalia","SOM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","10526820744.46","12429215434.21","14867937713.925","16032098119.983","15651957010.735","17232503454.193","18854700194.22","19556533202.183","21194331672.267"
"214","Serbia","SRB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","43472000540.023","45407379576.59","41716027632.322","45240238612.222","48659842296.815","53939967273.423","56850768579.212","62820260180.478","66754495942.483","73441517515.014","80366460712.236","90298216221.06","90410581267.773","91324806538.07","95581500820.344","96947842682.164","100724395186.49","100559080341.43","100993269869.54","105787304144.14","109096396399.47","117379964145.95","123641854095.01","128253073006.34","141290155012"
"215","Sub-Saharan Africa (excluding high income)","SSA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","865837660735","907389131239.92","909909940827.72","934062745100","968066375632.74","1038577201314.5","1101279324093.9","1173412119263.9","1211983120468.2","1261752239946.6","1315381645069.7","1410932518162.2","1523689347635.1","1618491685506.6","1768600188171.4","1938837730010.8","2160175578440.7","2334443351866","2494594598804.2","2594378681869.1","2766245809771.6","2951573491863.2","3047689713551.1","3250821917157.6","3538050654143.4","3645253096044.4","3785400342833.8","3909867946167.2","4101792507079.5","4307480400891.4","4284236215554.1","4638427916999"
"216","South Sudan","SSD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","16038626934.766","14790639635.815","20542512085.503","13514791883.521","11604302036.86","","","","","",""
"217","Sub-Saharan Africa","SSF","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","866435675081.81","908029510582.71","910619599695.69","934834416794.31","968860022357.02","1039355324872","1102118357754.1","1174376320390.6","1213026797165","1262824242947","1316481007398","1412057919558.3","1524762565488.8","1619562912436.9","1769750788778.5","1940130793014.1","2161633343557.7","2335966650807.9","2496092603319.3","2595895212054.8","2767888680809","2953357083319.4","3049476596686.5","3252708341114.4","3540139461677.2","3647391310772.8","3787711681295.1","3912328993893.2","4104426372177.9","4310277314540.6","4286878119776","4641386213979.9"
"218","Small states","SST","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","289701927675.91","309461271002.64","327799967765.58","351401833428.85","383422888509.6","412913798534.82","485942208608.58","546593864505.71","596426726653.99","596364659444.81","647010958666.96","712997199091.86","769176378015.98","800864137134.28","814076041590.43","736795909306.46","732321740376.09","795787493478.81","823689013833.74","856320891131.2","819440462173.01","879053051825.84"
"219","Sao Tome and Principe","STP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","255060067.73765","268360334.38649","300842191.72839","319074394.03867","352854578.77966","413268633.61971","443667619.57079","466172698.24169","480000303.51234","520522615.43051","554959985.84176","546231071.97045","643005259.97891","759409786.94362","762852024.07729","792614757.90001","816202349.22028","863051333.98451","894542883.59464","945866277.62139","1003941997.6629"
